Time,Accel x[m/s^2],Accel y[m/s^2],Accel z[m/s^2],Spin x[degrees/sec],Spin y[degrees/sec],Spin z[degrees/sec]
78,-3.493863407,-1.838035108,0.0,0.0,0.0,0.0
79,-3.482234104,-1.859973175,0.0,0.0,0.0,0.0
80,-3.470467053,-1.881837666,0.0,0.0,0.0,0.0
81,-3.458562719,-1.903627717,0.0,0.0,0.0,0.0
82,-3.446521573,-1.925342466,0.0,0.0,0.0,0.0
83,-3.434344093,-1.946981052,0.0,0.0,0.0,0.0
84,-3.422030758,-1.968542622,0.0,0.0,0.0,0.0
85,-3.409582058,-1.990026321,0.0,0.0,0.0,0.0
86,-3.396998483,-2.0114313,0.0,0.0,0.0,0.0
87,-3.384280532,-2.032756712,0.0,0.0,0.0,0.0
88,-3.371428707,-2.054001713,0.0,0.0,0.0,0.0
89,-3.358443518,-2.075165464,0.0,0.0,0.0,0.0
90,-3.345325478,-2.096247126,0.0,0.0,0.0,0.0
91,-3.332075105,-2.117245867,0.0,0.0,0.0,0.0
92,-3.318692924,-2.138160855,0.0,0.0,0.0,0.0
93,-3.305179465,-2.158991263,0.0,0.0,0.0,0.0
94,-3.291535261,-2.179736266,0.0,0.0,0.0,0.0
95,-3.277760853,-2.200395046,0.0,0.0,0.0,0.0
96,-3.263856785,-2.220966783,0.0,0.0,0.0,0.0
97,-3.249823608,-2.241450665,0.0,0.0,0.0,0.0
98,-3.235661876,-2.261845881,0.0,0.0,0.0,0.0
99,-3.22137215,-2.282151624,0.0,0.0,0.0,0.0
100,-3.206954995,-2.302367091,0.0,0.0,0.0,0.0
101,-3.192410982,-2.322491483,0.0,0.0,0.0,0.0
102,-3.177740685,-2.342524003,0.0,0.0,0.0,0.0
103,-3.162944685,-2.362463859,0.0,0.0,0.0,0.0
104,-3.148023567,-2.382310263,0.0,0.0,0.0,0.0
105,-3.132977922,-2.402062428,0.0,0.0,0.0,0.0
106,-3.117808344,-2.421719574,0.0,0.0,0.0,0.0
107,-3.102515434,-2.441280923,0.0,0.0,0.0,0.0
108,-3.087099797,-2.460745702,0.0,0.0,0.0,0.0
109,-3.071562042,-2.48011314,0.0,0.0,0.0,0.0
110,-3.055902784,-2.499382471,0.0,0.0,0.0,0.0
111,-3.040122643,-2.518552934,0.0,0.0,0.0,0.0
112,-3.024222243,-2.537623769,0.0,0.0,0.0,0.0
113,-3.008202212,-2.556594222,0.0,0.0,0.0,0.0
114,-2.992063185,-2.575463543,0.0,0.0,0.0,0.0
115,-2.9758058,-2.594230986,0.0,0.0,0.0,0.0
116,-2.9594307,-2.612895807,0.0,0.0,0.0,0.0
117,-2.942938532,-2.63145727,0.0,0.0,0.0,0.0
118,-2.92632995,-2.649914639,0.0,0.0,0.0,0.0
119,-2.909605609,-2.668267184,0.0,0.0,0.0,0.0
120,-2.892766172,-2.68651418,0.0,0.0,0.0,0.0
121,-2.875812306,-2.704654904,0.0,0.0,0.0,0.0
122,-2.858744679,-2.722688639,0.0,0.0,0.0,0.0
123,-2.841563968,-2.740614672,0.0,0.0,0.0,0.0
124,-2.824270853,-2.758432293,0.0,0.0,0.0,0.0
125,-2.806866016,-2.776140798,0.0,0.0,0.0,0.0
126,-2.789350148,-2.793739486,0.0,0.0,0.0,0.0
127,-2.77172394,-2.811227662,0.0,0.0,0.0,0.0
128,-2.75398809,-2.828604632,0.0,0.0,0.0,0.0
129,-2.7361433,-2.845869711,0.0,0.0,0.0,0.0
130,-2.718190274,-2.863022214,0.0,0.0,0.0,0.0
131,-2.700129725,-2.880061464,0.0,0.0,0.0,0.0
132,-2.681962365,-2.896986786,0.0,0.0,0.0,0.0
133,-2.663688915,-2.91379751,0.0,0.0,0.0,0.0
134,-2.645310095,-2.930492973,0.0,0.0,0.0,0.0
135,-2.626826634,-2.947072513,0.0,0.0,0.0,0.0
136,-2.608239263,-2.963535475,0.0,0.0,0.0,0.0
137,-2.589548717,-2.979881207,0.0,0.0,0.0,0.0
138,-2.570755735,-2.996109063,0.0,0.0,0.0,0.0
139,-2.55186106,-3.012218401,0.0,0.0,0.0,0.0
140,-2.532865441,-3.028208583,0.0,0.0,0.0,0.0
141,-2.513769629,-3.044078977,0.0,0.0,0.0,0.0
142,-2.494574378,-3.059828956,0.0,0.0,0.0,0.0
143,-2.475280448,-3.075457896,0.0,0.0,0.0,0.0
144,-2.455888603,-3.090965179,0.0,0.0,0.0,0.0
145,-2.436399609,-3.106350191,0.0,0.0,0.0,0.0
146,-2.416814238,-3.121612324,0.0,0.0,0.0,0.0
147,-2.397133264,-3.136750975,0.0,0.0,0.0,0.0
148,-2.377357466,-3.151765544,0.0,0.0,0.0,0.0
149,-2.357487626,-3.166655437,0.0,0.0,0.0,0.0
150,-2.33752453,-3.181420066,0.0,0.0,0.0,0.0
151,-2.317468967,-3.196058847,0.0,0.0,0.0,0.0
152,-2.297321732,-3.210571199,0.0,0.0,0.0,0.0
153,-2.27708362,-3.22495655,0.0,0.0,0.0,0.0
154,-2.256755433,-3.239214331,0.0,0.0,0.0,0.0
155,-2.236337975,-3.253343976,0.0,0.0,0.0,0.0
156,-2.215832053,-3.267344928,0.0,0.0,0.0,0.0
157,-2.195238479,-3.281216632,0.0,0.0,0.0,0.0
158,-2.174558067,-3.29495854,0.0,0.0,0.0,0.0
159,-2.153791635,-3.308570108,0.0,0.0,0.0,0.0
160,-2.132940005,-3.322050797,0.0,0.0,0.0,0.0
161,-2.112004001,-3.335400076,0.0,0.0,0.0,0.0
162,-2.090984452,-3.348617414,0.0,0.0,0.0,0.0
163,-2.069882189,-3.36170229,0.0,0.0,0.0,0.0
164,-2.048698047,-3.374654186,0.0,0.0,0.0,0.0
165,-2.027432864,-3.38747259,0.0,0.0,0.0,0.0
166,-2.006087481,-3.400156994,0.0,0.0,0.0,0.0
167,-1.984662743,-3.412706897,0.0,0.0,0.0,0.0
168,-1.963159497,-3.425121802,0.0,0.0,0.0,0.0
169,-1.941578593,-3.437401218,0.0,0.0,0.0,0.0
170,-1.919920885,-3.44954466,0.0,0.0,0.0,0.0
171,-1.89818723,-3.461551647,0.0,0.0,0.0,0.0
172,-1.876378489,-3.473421704,0.0,0.0,0.0,0.0
173,-1.854495522,-3.485154362,0.0,0.0,0.0,0.0
174,-1.832539197,-3.496749156,0.0,0.0,0.0,0.0
175,-1.810510381,-3.508205628,0.0,0.0,0.0,0.0
176,-1.788409946,-3.519523324,0.0,0.0,0.0,0.0
177,-1.766238766,-3.530701798,0.0,0.0,0.0,0.0
178,-1.743997719,-3.541740606,0.0,0.0,0.0,0.0
179,-1.721687684,-3.552639313,0.0,0.0,0.0,0.0
180,-1.699309543,-3.563397486,0.0,0.0,0.0,0.0
181,-1.676864182,-3.574014701,0.0,0.0,0.0,0.0
182,-1.654352489,-3.584490537,0.0,0.0,0.0,0.0
183,-1.631775353,-3.59482458,0.0,0.0,0.0,0.0
184,-1.60913367,-3.605016421,0.0,0.0,0.0,0.0
185,-1.586428333,-3.615065658,0.0,0.0,0.0,0.0
186,-1.563660241,-3.624971892,0.0,0.0,0.0,0.0
187,-1.540830295,-3.634734731,0.0,0.0,0.0,0.0
188,-1.517939397,-3.644353791,0.0,0.0,0.0,0.0
189,-1.494988454,-3.653828689,0.0,0.0,0.0,0.0
190,-1.471978374,-3.663159051,0.0,0.0,0.0,0.0
191,-1.448910065,-3.672344508,0.0,0.0,0.0,0.0
192,-1.425784442,-3.681384697,0.0,0.0,0.0,0.0
193,-1.402602418,-3.690279261,0.0,0.0,0.0,0.0
194,-1.379364911,-3.699027846,0.0,0.0,0.0,0.0
195,-1.35607284,-3.707630108,0.0,0.0,0.0,0.0
196,-1.332727127,-3.716085706,0.0,0.0,0.0,0.0
197,-1.309328694,-3.724394305,0.0,0.0,0.0,0.0
198,-1.285878467,-3.732555577,0.0,0.0,0.0,0.0
199,-1.262377375,-3.740569199,0.0,0.0,0.0,0.0
200,-1.238826346,-3.748434853,0.0,0.0,0.0,0.0
201,-1.215226313,-3.75615223,0.0,0.0,0.0,0.0
202,-1.191578208,-3.763721023,0.0,0.0,0.0,0.0
203,-1.167882968,-3.771140933,0.0,0.0,0.0,0.0
204,-1.144141529,-3.778411667,0.0,0.0,0.0,0.0
205,-1.120354832,-3.785532937,0.0,0.0,0.0,0.0
206,-1.096523815,-3.792504461,0.0,0.0,0.0,0.0
207,-1.072649424,-3.799325964,0.0,0.0,0.0,0.0
208,-1.048732601,-3.805997175,0.0,0.0,0.0,0.0
209,-1.024774293,-3.812517831,0.0,0.0,0.0,0.0
210,-1.000775448,-3.818887674,0.0,0.0,0.0,0.0
211,-0.976737014,-3.825106452,0.0,0.0,0.0,0.0
212,-0.952659944,-3.831173919,0.0,0.0,0.0,0.0
213,-0.928545188,-3.837089835,0.0,0.0,0.0,0.0
214,-0.904393702,-3.842853965,0.0,0.0,0.0,0.0
215,-0.880206441,-3.848466082,0.0,0.0,0.0,0.0
216,-0.855984361,-3.853925964,0.0,0.0,0.0,0.0
217,-0.83172842,-3.859233395,0.0,0.0,0.0,0.0
218,-0.807439579,-3.864388165,0.0,0.0,0.0,0.0
219,-0.783118797,-3.86939007,0.0,0.0,0.0,0.0
220,-0.758767037,-3.874238912,0.0,0.0,0.0,0.0
221,-0.734385262,-3.8789345,0.0,0.0,0.0,0.0
222,-0.709974437,-3.883476647,0.0,0.0,0.0,0.0
223,-0.685535527,-3.887865173,0.0,0.0,0.0,0.0
224,-0.6610695,-3.892099906,0.0,0.0,0.0,0.0
225,-0.636577322,-3.896180678,0.0,0.0,0.0,0.0
226,-0.612059963,-3.900107328,0.0,0.0,0.0,0.0
227,-0.587518392,-3.903879699,0.0,0.0,0.0,0.0
228,-0.56295358,-3.907497643,0.0,0.0,0.0,0.0
229,-0.5383665,-3.910961017,0.0,0.0,0.0,0.0
230,-0.513758123,-3.914269684,0.0,0.0,0.0,0.0
231,-0.489129424,-3.917423512,0.0,0.0,0.0,0.0
232,-0.464481376,-3.920422377,0.0,0.0,0.0,0.0
233,-0.439814954,-3.923266161,0.0,0.0,0.0,0.0
234,-0.415131134,-3.925954751,0.0,0.0,0.0,0.0
235,-0.390430892,-3.92848804,0.0,0.0,0.0,0.0
236,-0.365715207,-3.930865929,0.0,0.0,0.0,0.0
237,-0.340985054,-3.933088323,0.0,0.0,0.0,0.0
238,-0.316241413,-3.935155135,0.0,0.0,0.0,0.0
239,-0.291485262,-3.937066282,0.0,0.0,0.0,0.0
240,-0.266717581,-3.938821689,0.0,0.0,0.0,0.0
241,-0.24193935,-3.940421287,0.0,0.0,0.0,0.0
242,-0.217151548,-3.941865012,0.0,0.0,0.0,0.0
243,-0.192355156,-3.943152807,0.0,0.0,0.0,0.0
244,-0.167551154,-3.944284622,0.0,0.0,0.0,0.0
245,-0.142740525,-3.945260411,0.0,0.0,0.0,0.0
246,-0.11792425,-3.946080136,0.0,0.0,0.0,0.0
247,-0.09310331,-3.946743764,0.0,0.0,0.0,0.0
248,-0.068278686,-3.94725127,0.0,0.0,0.0,0.0
249,-0.043451362,-3.947602633,0.0,0.0,0.0,0.0
250,-0.018622319,-3.947797839,0.0,0.0,0.0,0.0
251,0.00620746,-3.94783688,0.0,0.0,0.0,0.0
252,0.031036994,-3.947719756,0.0,0.0,0.0,0.0
253,0.055865301,-3.94744647,0.0,0.0,0.0,0.0
254,0.080691397,-3.947017034,0.0,0.0,0.0,0.0
255,0.105514301,-3.946431464,0.0,0.0,0.0,0.0
256,0.130333032,-3.945689783,0.0,0.0,0.0,0.0
257,0.155146607,-3.944792022,0.0,0.0,0.0,0.0
258,0.179954045,-3.943738215,0.0,0.0,0.0,0.0
259,0.204754364,-3.942528404,0.0,0.0,0.0,0.0
260,0.229546584,-3.941162637,0.0,0.0,0.0,0.0
261,0.254329723,-3.939640968,0.0,0.0,0.0,0.0
262,0.279102802,-3.937963457,0.0,0.0,0.0,0.0
263,0.30386484,-3.936130171,0.0,0.0,0.0,0.0
264,0.328614859,-3.934141182,0.0,0.0,0.0,0.0
265,0.353351878,-3.931996569,0.0,0.0,0.0,0.0
266,0.378074919,-3.929696416,0.0,0.0,0.0,0.0
267,0.402783005,-3.927240815,0.0,0.0,0.0,0.0
268,0.427475157,-3.924629862,0.0,0.0,0.0,0.0
269,0.4521504,-3.921863662,0.0,0.0,0.0,0.0
270,0.476807757,-3.918942323,0.0,0.0,0.0,0.0
271,0.501446253,-3.915865961,0.0,0.0,0.0,0.0
272,0.526064913,-3.912634697,0.0,0.0,0.0,0.0
273,0.550662763,-3.90924866,0.0,0.0,0.0,0.0
274,0.575238831,-3.905707984,0.0,0.0,0.0,0.0
275,0.599792143,-3.902012808,0.0,0.0,0.0,0.0
276,0.624321729,-3.898163278,0.0,0.0,0.0,0.0
277,0.648826619,-3.894159548,0.0,0.0,0.0,0.0
278,0.673305843,-3.890001775,0.0,0.0,0.0,0.0
279,0.697758432,-3.885690123,0.0,0.0,0.0,0.0
280,0.722183421,-3.881224764,0.0,0.0,0.0,0.0
281,0.746579841,-3.876605874,0.0,0.0,0.0,0.0
282,0.770946729,-3.871833636,0.0,0.0,0.0,0.0
283,0.79528312,-3.866908238,0.0,0.0,0.0,0.0
284,0.819588052,-3.861829876,0.0,0.0,0.0,0.0
285,0.843860563,-3.85659875,0.0,0.0,0.0,0.0
286,0.868099693,-3.851215066,0.0,0.0,0.0,0.0
287,0.892304484,-3.845679039,0.0,0.0,0.0,0.0
288,0.916473977,-3.839990887,0.0,0.0,0.0,0.0
289,0.940607217,-3.834150835,0.0,0.0,0.0,0.0
290,0.964703249,-3.828159115,0.0,0.0,0.0,0.0
291,0.98876112,-3.822015962,0.0,0.0,0.0,0.0
292,1.012779878,-3.81572162,0.0,0.0,0.0,0.0
293,1.036758573,-3.809276339,0.0,0.0,0.0,0.0
294,1.060696257,-3.802680373,0.0,0.0,0.0,0.0
295,1.084591983,-3.795933982,0.0,0.0,0.0,0.0
296,1.108444804,-3.789037435,0.0,0.0,0.0,0.0
297,1.132253779,-3.781991003,0.0,0.0,0.0,0.0
298,1.156017965,-3.774794965,0.0,0.0,0.0,0.0
299,1.179736422,-3.767449607,0.0,0.0,0.0,0.0
300,1.203408211,-3.759955218,0.0,0.0,0.0,0.0
301,1.227032397,-3.752312096,0.0,0.0,0.0,0.0
302,1.250608044,-3.744520541,0.0,0.0,0.0,0.0
303,1.274134221,-3.736580864,0.0,0.0,0.0,0.0
304,1.297609997,-3.728493377,0.0,0.0,0.0,0.0
305,1.321034442,-3.720258401,0.0,0.0,0.0,0.0
306,1.344406631,-3.711876261,0.0,0.0,0.0,0.0
307,1.367725639,-3.703347289,0.0,0.0,0.0,0.0
308,1.390990543,-3.694671822,0.0,0.0,0.0,0.0
309,1.414200423,-3.685850204,0.0,0.0,0.0,0.0
310,1.437354361,-3.676882784,0.0,0.0,0.0,0.0
311,1.460451441,-3.667769916,0.0,0.0,0.0,0.0
312,1.483490749,-3.65851196,0.0,0.0,0.0,0.0
313,1.506471375,-3.649109283,0.0,0.0,0.0,0.0
314,1.529392408,-3.639562258,0.0,0.0,0.0,0.0
315,1.552252943,-3.62987126,0.0,0.0,0.0,0.0
316,1.575052075,-3.620036675,0.0,0.0,0.0,0.0
317,1.597788902,-3.61005889,0.0,0.0,0.0,0.0
318,1.620462524,-3.599938301,0.0,0.0,0.0,0.0
319,1.643072045,-3.589675308,0.0,0.0,0.0,0.0
320,1.665616571,-3.579270317,0.0,0.0,0.0,0.0
321,1.688095209,-3.56872374,0.0,0.0,0.0,0.0
322,1.710507071,-3.558035993,0.0,0.0,0.0,0.0
323,1.73285127,-3.547207499,0.0,0.0,0.0,0.0
324,1.755126921,-3.536238688,0.0,0.0,0.0,0.0
325,1.777333144,-3.525129992,0.0,0.0,0.0,0.0
326,1.799469061,-3.513881851,0.0,0.0,0.0,0.0
327,1.821533796,-3.50249471,0.0,0.0,0.0,0.0
328,1.843526475,-3.49096902,0.0,0.0,0.0,0.0
329,1.865446229,-3.479305237,0.0,0.0,0.0,0.0
330,1.887292192,-3.467503821,0.0,0.0,0.0,0.0
331,1.909063497,-3.45556524,0.0,0.0,0.0,0.0
332,1.930759286,-3.443489966,0.0,0.0,0.0,0.0
333,1.952378699,-3.431278476,0.0,0.0,0.0,0.0
334,1.97392088,-3.418931255,0.0,0.0,0.0,0.0
335,1.995384979,-3.406448789,0.0,0.0,0.0,0.0
336,2.016770145,-3.393831573,0.0,0.0,0.0,0.0
337,2.038075534,-3.381080106,0.0,0.0,0.0,0.0
338,2.059300301,-3.368194893,0.0,0.0,0.0,0.0
339,2.080443608,-3.355176442,0.0,0.0,0.0,0.0
340,2.101504618,-3.34202527,0.0,0.0,0.0,0.0
341,2.122482498,-3.328741896,0.0,0.0,0.0,0.0
342,2.143376418,-3.315326846,0.0,0.0,0.0,0.0
343,2.164185552,-3.30178065,0.0,0.0,0.0,0.0
344,2.184909077,-3.288103844,0.0,0.0,0.0,0.0
345,2.205546172,-3.27429697,0.0,0.0,0.0,0.0
346,2.226096022,-3.260360573,0.0,0.0,0.0,0.0
347,2.246557813,-3.246295205,0.0,0.0,0.0,0.0
348,2.266930736,-3.232101422,0.0,0.0,0.0,0.0
349,2.287213986,-3.217779786,0.0,0.0,0.0,0.0
350,2.307406759,-3.203330862,0.0,0.0,0.0,0.0
351,2.327508257,-3.188755224,0.0,0.0,0.0,0.0
352,2.347517686,-3.174053447,0.0,0.0,0.0,0.0
353,2.367434252,-3.159226112,0.0,0.0,0.0,0.0
354,2.387257169,-3.144273807,0.0,0.0,0.0,0.0
355,2.406985653,-3.129197122,0.0,0.0,0.0,0.0
356,2.426618923,-3.113996655,0.0,0.0,0.0,0.0
357,2.446156202,-3.098673007,0.0,0.0,0.0,0.0
358,2.465596717,-3.083226783,0.0,0.0,0.0,0.0
359,2.4849397,-3.067658594,0.0,0.0,0.0,0.0
360,2.504184386,-3.051969058,0.0,0.0,0.0,0.0
361,2.523330012,-3.036158793,0.0,0.0,0.0,0.0
362,2.542375822,-3.020228426,0.0,0.0,0.0,0.0
363,2.561321063,-3.004178587,0.0,0.0,0.0,0.0
364,2.580164984,-2.98800991,0.0,0.0,0.0,0.0
365,2.598906841,-2.971723035,0.0,0.0,0.0,0.0
366,2.617545892,-2.955318607,0.0,0.0,0.0,0.0
367,2.636081399,-2.938797275,0.0,0.0,0.0,0.0
368,2.654512631,-2.922159691,0.0,0.0,0.0,0.0
369,2.672838856,-2.905406514,0.0,0.0,0.0,0.0
370,2.691059352,-2.888538407,0.0,0.0,0.0,0.0
371,2.709173396,-2.871556038,0.0,0.0,0.0,0.0
372,2.727180272,-2.854460077,0.0,0.0,0.0,0.0
373,2.745079268,-2.837251201,0.0,0.0,0.0,0.0
374,2.762869677,-2.819930091,0.0,0.0,0.0,0.0
375,2.780550793,-2.802497432,0.0,0.0,0.0,0.0
376,2.798121918,-2.784953913,0.0,0.0,0.0,0.0
377,2.815582357,-2.767300229,0.0,0.0,0.0,0.0
378,2.832931418,-2.749537078,0.0,0.0,0.0,0.0
379,2.850168417,-2.731665163,0.0,0.0,0.0,0.0
380,2.86729267,-2.71368519,0.0,0.0,0.0,0.0
381,2.884303501,-2.695597871,0.0,0.0,0.0,0.0
382,2.901200236,-2.677403921,0.0,0.0,0.0,0.0
383,2.917982208,-2.65910406,0.0,0.0,0.0,0.0
384,2.934648752,-2.640699012,0.0,0.0,0.0,0.0
385,2.951199209,-2.622189504,0.0,0.0,0.0,0.0
386,2.967632924,-2.60357627,0.0,0.0,0.0,0.0
387,2.983949247,-2.584860046,0.0,0.0,0.0,0.0
388,3.000147533,-2.566041571,0.0,0.0,0.0,0.0
389,3.016227142,-2.54712159,0.0,0.0,0.0,0.0
390,3.032187436,-2.528100852,0.0,0.0,0.0,0.0
391,3.048027785,-2.508980109,0.0,0.0,0.0,0.0
392,3.063747562,-2.489760117,0.0,0.0,0.0,0.0
393,3.079346146,-2.470441637,0.0,0.0,0.0,0.0
394,3.094822918,-2.451025432,0.0,0.0,0.0,0.0
395,3.110177268,-2.431512272,0.0,0.0,0.0,0.0
396,3.125408587,-2.411902927,0.0,0.0,0.0,0.0
397,3.140516273,-2.392198174,0.0,0.0,0.0,0.0
398,3.155499729,-2.372398792,0.0,0.0,0.0,0.0
399,3.170358361,-2.352505564,0.0,0.0,0.0,0.0
400,3.185091582,-2.332519277,0.0,0.0,0.0,0.0
401,3.19969881,-2.312440722,0.0,0.0,0.0,0.0
402,3.214179466,-2.292270692,0.0,0.0,0.0,0.0
403,3.228532977,-2.272009987,0.0,0.0,0.0,0.0
404,3.242758776,-2.251659407,0.0,0.0,0.0,0.0
405,3.256856301,-2.231219757,0.0,0.0,0.0,0.0
406,3.270824992,-2.210691846,0.0,0.0,0.0,0.0
407,3.284664299,-2.190076485,0.0,0.0,0.0,0.0
408,3.298373672,-2.169374491,0.0,0.0,0.0,0.0
409,3.311952571,-2.148586683,0.0,0.0,0.0,0.0
410,3.325400458,-2.127713882,0.0,0.0,0.0,0.0
411,3.3387168,-2.106756914,0.0,0.0,0.0,0.0
412,3.351901072,-2.085716608,0.0,0.0,0.0,0.0
413,3.364952751,-2.064593797,0.0,0.0,0.0,0.0
414,3.377871322,-2.043389316,0.0,0.0,0.0,0.0
415,3.390656273,-2.022104004,0.0,0.0,0.0,0.0
416,3.403307098,-2.000738703,0.0,0.0,0.0,0.0
417,3.415823298,-1.979294258,0.0,0.0,0.0,0.0
418,3.428204377,-1.957771518,0.0,0.0,0.0,0.0
419,3.440449845,-1.936171333,0.0,0.0,0.0,0.0
420,3.452559218,-1.914494558,0.0,0.0,0.0,0.0
421,3.464532017,-1.892742051,0.0,0.0,0.0,0.0
422,3.476367768,-1.870914672,0.0,0.0,0.0,0.0
423,3.488066003,-1.849013284,0.0,0.0,0.0,0.0
424,3.499626259,-1.827038755,0.0,0.0,0.0,0.0
425,3.51104808,-1.804991952,0.0,0.0,0.0,0.0
426,3.522331012,-1.782873749,0.0,0.0,0.0,0.0
427,3.533474611,-1.76068502,0.0,0.0,0.0,0.0
428,3.544478434,-1.738426643,0.0,0.0,0.0,0.0
429,3.555342048,-1.716099499,0.0,0.0,0.0,0.0
430,3.566065021,-1.69370447,0.0,0.0,0.0,0.0
431,3.57664693,-1.671242442,0.0,0.0,0.0,0.0
432,3.587087357,-1.648714305,0.0,0.0,0.0,0.0
433,3.597385888,-1.626120949,0.0,0.0,0.0,0.0
434,3.607542115,-1.603463268,0.0,0.0,0.0,0.0
435,3.617555638,-1.580742158,0.0,0.0,0.0,0.0
436,3.62742606,-1.557958518,0.0,0.0,0.0,0.0
437,3.637152991,-1.535113249,0.0,0.0,0.0,0.0
438,3.646736045,-1.512207256,0.0,0.0,0.0,0.0
